Pkey,Year,Quarter,Year ending,Airport of departure,Purpose of visit,Age band,Total visitor spend,Total visitors
15551,2005,3,YESep 2005,Christchurch,Other,70 - 74,50335.58,134
15552,2005,3,YESep 2005,Christchurch,Other,75 or older,,
15553,2005,3,YESep 2005,Christchurch,Other,Rather not say,,
15554,2005,3,YESep 2005,Christchurch,Other,Under 20,3592464.92,669
15555,2005,3,YESep 2005,Christchurch,Visiting friends / relatives,20 - 24,16634622.71,9758
15556,2005,3,YESep 2005,Christchurch,Visiting friends / relatives,25 - 29,21915955.55,10426
15557,2005,3,YESep 2005,Christchurch,Visiting friends / relatives,30 - 34,31419207.04,8401
15558,2005,3,YESep 2005,Christchurch,Visiting friends / relatives,35 - 39,24798564.86,7395
15559,2005,3,YESep 2005,Christchurch,Visiting friends / relatives,40 - 44,13021209.05,3651
15560,2005,3,YESep 2005,Christchurch,Visiting friends / relatives,45 - 49,26899846.3,8481
15561,2005,3,YESep 2005,Christchurch,Visiting friends / relatives,50 - 54,31803014.51,8281
15562,2005,3,YESep 2005,Christchurch,Visiting friends / relatives,55 - 59,12244993.17,5226
15563,2005,3,YESep 2005,Christchurch,Visiting friends / relatives,60 - 64,39969686.68,9819
15564,2005,3,YESep 2005,Christchurch,Visiting friends / relatives,65 - 69,15953002.27,5419
15565,2005,3,YESep 2005,Christchurch,Visiting friends / relatives,70 - 74,6270532.29,2194
15566,2005,3,YESep 2005,Christchurch,Visiting friends / relatives,75 or older,2235318.61,812
15567,2005,3,YESep 2005,Christchurch,Visiting friends / relatives,Rather not say,,
15568,2005,3,YESep 2005,Christchurch,Visiting friends / relatives,Under 20,12235354.66,4461
15569,2005,3,YESep 2005,Queenstown,Business,20 - 24,,
15570,2005,3,YESep 2005,Queenstown,Business,25 - 29,,
15571,2005,3,YESep 2005,Queenstown,Business,30 - 34,,
15572,2005,3,YESep 2005,Queenstown,Business,35 - 39,,
15573,2005,3,YESep 2005,Queenstown,Business,40 - 44,,
15574,2005,3,YESep 2005,Queenstown,Business,45 - 49,,
15575,2005,3,YESep 2005,Queenstown,Business,50 - 54,,
15576,2005,3,YESep 2005,Queenstown,Business,55 - 59,,
15577,2005,3,YESep 2005,Queenstown,Business,60 - 64,,
15578,2005,3,YESep 2005,Queenstown,Business,65 - 69,,
15579,2005,3,YESep 2005,Queenstown,Business,70 - 74,,
15580,2005,3,YESep 2005,Queenstown,Business,75 or older,,
15581,2005,3,YESep 2005,Queenstown,Business,Rather not say,,
15582,2005,3,YESep 2005,Queenstown,Business,Under 20,,
15583,2005,3,YESep 2005,Queenstown,Holiday / vacation,20 - 24,,
15584,2005,3,YESep 2005,Queenstown,Holiday / vacation,25 - 29,,
15585,2005,3,YESep 2005,Queenstown,Holiday / vacation,30 - 34,,
15586,2005,3,YESep 2005,Queenstown,Holiday / vacation,35 - 39,,
15587,2005,3,YESep 2005,Queenstown,Holiday / vacation,40 - 44,,
15588,2005,3,YESep 2005,Queenstown,Holiday / vacation,45 - 49,,
15589,2005,3,YESep 2005,Queenstown,Holiday / vacation,50 - 54,,
15590,2005,3,YESep 2005,Queenstown,Holiday / vacation,55 - 59,,
15591,2005,3,YESep 2005,Queenstown,Holiday / vacation,60 - 64,,
15592,2005,3,YESep 2005,Queenstown,Holiday / vacation,65 - 69,,
15593,2005,3,YESep 2005,Queenstown,Holiday / vacation,70 - 74,,
15594,2005,3,YESep 2005,Queenstown,Holiday / vacation,75 or older,,
15595,2005,3,YESep 2005,Queenstown,Holiday / vacation,Rather not say,,
15596,2005,3,YESep 2005,Queenstown,Holiday / vacation,Under 20,,
15597,2005,3,YESep 2005,Queenstown,Other,20 - 24,,
15598,2005,3,YESep 2005,Queenstown,Other,25 - 29,,
15599,2005,3,YESep 2005,Queenstown,Other,30 - 34,,
15600,2005,3,YESep 2005,Queenstown,Other,35 - 39,,
15601,2005,3,YESep 2005,Queenstown,Other,40 - 44,,
15602,2005,3,YESep 2005,Queenstown,Other,45 - 49,,
15603,2005,3,YESep 2005,Queenstown,Other,50 - 54,,
15604,2005,3,YESep 2005,Queenstown,Other,55 - 59,,
15605,2005,3,YESep 2005,Queenstown,Other,60 - 64,,
15606,2005,3,YESep 2005,Queenstown,Other,65 - 69,,
15607,2005,3,YESep 2005,Queenstown,Other,70 - 74,,
15608,2005,3,YESep 2005,Queenstown,Other,75 or older,,
15609,2005,3,YESep 2005,Queenstown,Other,Rather not say,,
15610,2005,3,YESep 2005,Queenstown,Other,Under 20,,
15611,2005,3,YESep 2005,Queenstown,Visiting friends / relatives,20 - 24,,
15612,2005,3,YESep 2005,Queenstown,Visiting friends / relatives,25 - 29,,
15613,2005,3,YESep 2005,Queenstown,Visiting friends / relatives,30 - 34,,
15614,2005,3,YESep 2005,Queenstown,Visiting friends / relatives,35 - 39,,
15615,2005,3,YESep 2005,Queenstown,Visiting friends / relatives,40 - 44,,
15616,2005,3,YESep 2005,Queenstown,Visiting friends / relatives,45 - 49,,
15617,2005,3,YESep 2005,Queenstown,Visiting friends / relatives,50 - 54,,
15618,2005,3,YESep 2005,Queenstown,Visiting friends / relatives,55 - 59,,
15619,2005,3,YESep 2005,Queenstown,Visiting friends / relatives,60 - 64,,
15620,2005,3,YESep 2005,Queenstown,Visiting friends / relatives,65 - 69,,
15621,2005,3,YESep 2005,Queenstown,Visiting friends / relatives,70 - 74,,
15622,2005,3,YESep 2005,Queenstown,Visiting friends / relatives,75 or older,,
15623,2005,3,YESep 2005,Queenstown,Visiting friends / relatives,Rather not say,,
15624,2005,3,YESep 2005,Queenstown,Visiting friends / relatives,Under 20,,
15625,2005,3,YESep 2005,Wellington,Business,20 - 24,766756.81,773
15626,2005,3,YESep 2005,Wellington,Business,25 - 29,8929211.49,5425
15627,2005,3,YESep 2005,Wellington,Business,30 - 34,3344170.23,1502
15628,2005,3,YESep 2005,Wellington,Business,35 - 39,21695555.91,5710
15629,2005,3,YESep 2005,Wellington,Business,40 - 44,6503173.98,3719
15630,2005,3,YESep 2005,Wellington,Business,45 - 49,4056298.59,2589
15631,2005,3,YESep 2005,Wellington,Business,50 - 54,6147615.71,4724
15632,2005,3,YESep 2005,Wellington,Business,55 - 59,3085842.51,2377
