Pkey,Year,Quarter,Year ending,Airport of departure,Purpose of visit,Country of permanent residence,Total visitor spend,Total visitors
2861,2010,4,YEDec 2010,Wellington,Business,Africa and Middle East,1458108.38,629
2862,2010,4,YEDec 2010,Wellington,Business,Australia,50036463.48,25330
2863,2010,4,YEDec 2010,Wellington,Business,Canada,435461.74,309
2864,2010,4,YEDec 2010,Wellington,Business,China,141314.05,89
2865,2010,4,YEDec 2010,Wellington,Business,Germany,1613357.62,351
2866,2010,4,YEDec 2010,Wellington,Business,Japan,183780.17,227
2867,2010,4,YEDec 2010,Wellington,Business,"Korea, Republic of",,
2868,2010,4,YEDec 2010,Wellington,Business,Rest of Americas,30668.39,60
2869,2010,4,YEDec 2010,Wellington,Business,Rest of Asia,1059008.84,735
2870,2010,4,YEDec 2010,Wellington,Business,Rest of Europe,1319537.14,719
2871,2010,4,YEDec 2010,Wellington,Business,Rest of Oceania,186521.27,74
2872,2010,4,YEDec 2010,Wellington,Business,UK,8224960.2,1291
2873,2010,4,YEDec 2010,Wellington,Business,USA,1403852.96,423
2874,2010,4,YEDec 2010,Wellington,Holiday / vacation,Africa and Middle East,1141751.94,384
2875,2010,4,YEDec 2010,Wellington,Holiday / vacation,Australia,54870079.78,22961
2876,2010,4,YEDec 2010,Wellington,Holiday / vacation,Canada,4052301.59,943
2877,2010,4,YEDec 2010,Wellington,Holiday / vacation,China,,
2878,2010,4,YEDec 2010,Wellington,Holiday / vacation,Germany,3003105.32,953
2879,2010,4,YEDec 2010,Wellington,Holiday / vacation,Japan,72647.32,164
2880,2010,4,YEDec 2010,Wellington,Holiday / vacation,"Korea, Republic of",,
2881,2010,4,YEDec 2010,Wellington,Holiday / vacation,Rest of Americas,962024.85,604
2882,2010,4,YEDec 2010,Wellington,Holiday / vacation,Rest of Asia,600081.87,506
2883,2010,4,YEDec 2010,Wellington,Holiday / vacation,Rest of Europe,10374766.41,2157
2884,2010,4,YEDec 2010,Wellington,Holiday / vacation,Rest of Oceania,261223.43,186
2885,2010,4,YEDec 2010,Wellington,Holiday / vacation,UK,9809053.07,2731
2886,2010,4,YEDec 2010,Wellington,Holiday / vacation,USA,6599206.34,2752
2887,2010,4,YEDec 2010,Wellington,Other,Africa and Middle East,1680183.11,402
2888,2010,4,YEDec 2010,Wellington,Other,Australia,28055152.15,8865
2889,2010,4,YEDec 2010,Wellington,Other,Canada,4702097.83,350
2890,2010,4,YEDec 2010,Wellington,Other,China,19791.91,55
2891,2010,4,YEDec 2010,Wellington,Other,Germany,3025862.29,760
2892,2010,4,YEDec 2010,Wellington,Other,Japan,628595.81,226
2893,2010,4,YEDec 2010,Wellington,Other,"Korea, Republic of",399424.55,244
2894,2010,4,YEDec 2010,Wellington,Other,Rest of Americas,,
2895,2010,4,YEDec 2010,Wellington,Other,Rest of Asia,1447292.98,267
2896,2010,4,YEDec 2010,Wellington,Other,Rest of Europe,1744380.98,503
2897,2010,4,YEDec 2010,Wellington,Other,Rest of Oceania,,
2898,2010,4,YEDec 2010,Wellington,Other,UK,3320690.82,747
2899,2010,4,YEDec 2010,Wellington,Other,USA,1366568.85,230
2900,2010,4,YEDec 2010,Wellington,Visiting friends / relatives,Africa and Middle East,3914363.49,801
2901,2010,4,YEDec 2010,Wellington,Visiting friends / relatives,Australia,84452711.74,51370
2902,2010,4,YEDec 2010,Wellington,Visiting friends / relatives,Canada,423437.23,325
2903,2010,4,YEDec 2010,Wellington,Visiting friends / relatives,China,42779.52,38
2904,2010,4,YEDec 2010,Wellington,Visiting friends / relatives,Germany,455413.09,482
2905,2010,4,YEDec 2010,Wellington,Visiting friends / relatives,Japan,346484.81,278
2906,2010,4,YEDec 2010,Wellington,Visiting friends / relatives,"Korea, Republic of",,
2907,2010,4,YEDec 2010,Wellington,Visiting friends / relatives,Rest of Americas,,
2908,2010,4,YEDec 2010,Wellington,Visiting friends / relatives,Rest of Asia,6637316.32,2153
2909,2010,4,YEDec 2010,Wellington,Visiting friends / relatives,Rest of Europe,5425546.65,1321
2910,2010,4,YEDec 2010,Wellington,Visiting friends / relatives,Rest of Oceania,1733281.92,459
2911,2010,4,YEDec 2010,Wellington,Visiting friends / relatives,UK,18887123.97,4224
2912,2010,4,YEDec 2010,Wellington,Visiting friends / relatives,USA,2389178,1616
2913,2011,4,YEDec 2011,Auckland,Business,Africa and Middle East,11980799.3,3066
2914,2011,4,YEDec 2011,Auckland,Business,Australia,188410849.5,118646
2915,2011,4,YEDec 2011,Auckland,Business,Canada,2355812.74,2333
2916,2011,4,YEDec 2011,Auckland,Business,China,41519505.18,12722
2917,2011,4,YEDec 2011,Auckland,Business,Germany,20206424.65,4419
2918,2011,4,YEDec 2011,Auckland,Business,Japan,11633733.7,5167
2919,2011,4,YEDec 2011,Auckland,Business,"Korea, Republic of",8888835.09,3865
2920,2011,4,YEDec 2011,Auckland,Business,Rest of Americas,4796274.37,2292
2921,2011,4,YEDec 2011,Auckland,Business,Rest of Asia,40857076.56,13980
2922,2011,4,YEDec 2011,Auckland,Business,Rest of Europe,36589426.68,9759
2923,2011,4,YEDec 2011,Auckland,Business,Rest of Oceania,22061978.69,10745
2924,2011,4,YEDec 2011,Auckland,Business,UK,17104216.37,6377
2925,2011,4,YEDec 2011,Auckland,Business,USA,48310839.18,21495
2926,2011,4,YEDec 2011,Auckland,Holiday / vacation,Africa and Middle East,120988622.7,24598
2927,2011,4,YEDec 2011,Auckland,Holiday / vacation,Australia,482162126,221695
2928,2011,4,YEDec 2011,Auckland,Holiday / vacation,Canada,62711858.54,16566
2929,2011,4,YEDec 2011,Auckland,Holiday / vacation,China,314292560.7,87483
2930,2011,4,YEDec 2011,Auckland,Holiday / vacation,Germany,115043584.6,29972
2931,2011,4,YEDec 2011,Auckland,Holiday / vacation,Japan,155335745.7,36377
2932,2011,4,YEDec 2011,Auckland,Holiday / vacation,"Korea, Republic of",102937060.2,21191
2933,2011,4,YEDec 2011,Auckland,Holiday / vacation,Rest of Americas,50974313.66,19862
2934,2011,4,YEDec 2011,Auckland,Holiday / vacation,Rest of Asia,151971567.9,54567
2935,2011,4,YEDec 2011,Auckland,Holiday / vacation,Rest of Europe,339301826.7,72135
2936,2011,4,YEDec 2011,Auckland,Holiday / vacation,Rest of Oceania,88665562.41,35836
2937,2011,4,YEDec 2011,Auckland,Holiday / vacation,UK,325639341.1,79023
2938,2011,4,YEDec 2011,Auckland,Holiday / vacation,USA,272615169.3,77956
2939,2011,4,YEDec 2011,Auckland,Other,Africa and Middle East,70783331.26,8269
2940,2011,4,YEDec 2011,Auckland,Other,Australia,139451022.4,54167
2941,2011,4,YEDec 2011,Auckland,Other,Canada,17839710.14,1403
2942,2011,4,YEDec 2011,Auckland,Other,China,15861959.84,5485
2943,2011,4,YEDec 2011,Auckland,Other,Germany,9861956.65,1385
2944,2011,4,YEDec 2011,Auckland,Other,Japan,21337980.66,5190
2945,2011,4,YEDec 2011,Auckland,Other,"Korea, Republic of",4639582.41,1524
2946,2011,4,YEDec 2011,Auckland,Other,Rest of Americas,28241680.53,7034
2947,2011,4,YEDec 2011,Auckland,Other,Rest of Asia,27829173.67,5390
2948,2011,4,YEDec 2011,Auckland,Other,Rest of Europe,53671561.39,8381
2949,2011,4,YEDec 2011,Auckland,Other,Rest of Oceania,63803265.77,34653
2950,2011,4,YEDec 2011,Auckland,Other,UK,31729059.43,7150
2951,2011,4,YEDec 2011,Auckland,Other,USA,12739491.76,5368
2952,2011,4,YEDec 2011,Auckland,Visiting friends / relatives,Africa and Middle East,85570319.1,22597
2953,2011,4,YEDec 2011,Auckland,Visiting friends / relatives,Australia,495430658.4,281959
2954,2011,4,YEDec 2011,Auckland,Visiting friends / relatives,Canada,34154831.54,13425
2955,2011,4,YEDec 2011,Auckland,Visiting friends / relatives,China,91431873.39,19451
2956,2011,4,YEDec 2011,Auckland,Visiting friends / relatives,Germany,24703727.45,7276
2957,2011,4,YEDec 2011,Auckland,Visiting friends / relatives,Japan,14548010.22,7129
2958,2011,4,YEDec 2011,Auckland,Visiting friends / relatives,"Korea, Republic of",15753988.31,7005
2959,2011,4,YEDec 2011,Auckland,Visiting friends / relatives,Rest of Americas,6756630.52,1379
2960,2011,4,YEDec 2011,Auckland,Visiting friends / relatives,Rest of Asia,112146264,35793
2961,2011,4,YEDec 2011,Auckland,Visiting friends / relatives,Rest of Europe,79412039.11,21949
2962,2011,4,YEDec 2011,Auckland,Visiting friends / relatives,Rest of Oceania,132446876.7,50377
2963,2011,4,YEDec 2011,Auckland,Visiting friends / relatives,UK,288169435.6,73312
2964,2011,4,YEDec 2011,Auckland,Visiting friends / relatives,USA,78488863.38,32289
2965,2011,4,YEDec 2011,Christchurch,Business,Africa and Middle East,,
2966,2011,4,YEDec 2011,Christchurch,Business,Australia,20623639.18,11125
2967,2011,4,YEDec 2011,Christchurch,Business,Canada,2363670.09,527
2968,2011,4,YEDec 2011,Christchurch,Business,China,457157.57,205
2969,2011,4,YEDec 2011,Christchurch,Business,Germany,,
2970,2011,4,YEDec 2011,Christchurch,Business,Japan,1006544.08,450
2971,2011,4,YEDec 2011,Christchurch,Business,"Korea, Republic of",528738.01,708
2972,2011,4,YEDec 2011,Christchurch,Business,Rest of Americas,118107.16,125
2973,2011,4,YEDec 2011,Christchurch,Business,Rest of Asia,7568931.14,2318
2974,2011,4,YEDec 2011,Christchurch,Business,Rest of Europe,8307105.74,1583
2975,2011,4,YEDec 2011,Christchurch,Business,Rest of Oceania,45350.02,175
2976,2011,4,YEDec 2011,Christchurch,Business,UK,11766676.56,1967
2977,2011,4,YEDec 2011,Christchurch,Business,USA,2096149.64,901
2978,2011,4,YEDec 2011,Christchurch,Holiday / vacation,Africa and Middle East,31460752.2,6728
2979,2011,4,YEDec 2011,Christchurch,Holiday / vacation,Australia,512924291.5,160647
2980,2011,4,YEDec 2011,Christchurch,Holiday / vacation,Canada,25552694.46,6233
2981,2011,4,YEDec 2011,Christchurch,Holiday / vacation,China,10263562,2358
2982,2011,4,YEDec 2011,Christchurch,Holiday / vacation,Germany,59893954.14,10014
2983,2011,4,YEDec 2011,Christchurch,Holiday / vacation,Japan,15053265.66,4752
2984,2011,4,YEDec 2011,Christchurch,Holiday / vacation,"Korea, Republic of",20271287.3,8365
2985,2011,4,YEDec 2011,Christchurch,Holiday / vacation,Rest of Americas,8563528.25,3218
2986,2011,4,YEDec 2011,Christchurch,Holiday / vacation,Rest of Asia,97275492.37,33668
2987,2011,4,YEDec 2011,Christchurch,Holiday / vacation,Rest of Europe,167388845.9,28624
2988,2011,4,YEDec 2011,Christchurch,Holiday / vacation,Rest of Oceania,448989.09,91
2989,2011,4,YEDec 2011,Christchurch,Holiday / vacation,UK,78694910.16,17351
2990,2011,4,YEDec 2011,Christchurch,Holiday / vacation,USA,51883729.45,17566
2991,2011,4,YEDec 2011,Christchurch,Other,Africa and Middle East,8829306.33,2591
2992,2011,4,YEDec 2011,Christchurch,Other,Australia,18136860.58,7907
2993,2011,4,YEDec 2011,Christchurch,Other,Canada,2197051.05,733
2994,2011,4,YEDec 2011,Christchurch,Other,China,,
2995,2011,4,YEDec 2011,Christchurch,Other,Germany,7079794.59,622
2996,2011,4,YEDec 2011,Christchurch,Other,Japan,,
2997,2011,4,YEDec 2011,Christchurch,Other,"Korea, Republic of",,
2998,2011,4,YEDec 2011,Christchurch,Other,Rest of Americas,,
2999,2011,4,YEDec 2011,Christchurch,Other,Rest of Asia,10648134.49,3428
3000,2011,4,YEDec 2011,Christchurch,Other,Rest of Europe,14758084.3,1832
3001,2011,4,YEDec 2011,Christchurch,Other,Rest of Oceania,605803.03,93
3002,2011,4,YEDec 2011,Christchurch,Other,UK,1810705.67,785
3003,2011,4,YEDec 2011,Christchurch,Other,USA,276639.55,604
3004,2011,4,YEDec 2011,Christchurch,Visiting friends / relatives,Africa and Middle East,12869260.19,3299
3005,2011,4,YEDec 2011,Christchurch,Visiting friends / relatives,Australia,115784464.4,67237
3006,2011,4,YEDec 2011,Christchurch,Visiting friends / relatives,Canada,243852.4,241
3007,2011,4,YEDec 2011,Christchurch,Visiting friends / relatives,China,,
3008,2011,4,YEDec 2011,Christchurch,Visiting friends / relatives,Germany,214938.89,528
3009,2011,4,YEDec 2011,Christchurch,Visiting friends / relatives,Japan,1125878.71,328
3010,2011,4,YEDec 2011,Christchurch,Visiting friends / relatives,"Korea, Republic of",1676874.5,486
3011,2011,4,YEDec 2011,Christchurch,Visiting friends / relatives,Rest of Americas,,
3012,2011,4,YEDec 2011,Christchurch,Visiting friends / relatives,Rest of Asia,6811222.29,2292
3013,2011,4,YEDec 2011,Christchurch,Visiting friends / relatives,Rest of Europe,23751874.91,4486
3014,2011,4,YEDec 2011,Christchurch,Visiting friends / relatives,Rest of Oceania,1923398.31,865
3015,2011,4,YEDec 2011,Christchurch,Visiting friends / relatives,UK,57208861.56,14901
3016,2011,4,YEDec 2011,Christchurch,Visiting friends / relatives,USA,2153043.19,934
3017,2011,4,YEDec 2011,Queenstown,Business,Africa and Middle East,,
3018,2011,4,YEDec 2011,Queenstown,Business,Australia,,
3019,2011,4,YEDec 2011,Queenstown,Business,Canada,,
3020,2011,4,YEDec 2011,Queenstown,Business,China,,
3021,2011,4,YEDec 2011,Queenstown,Business,Germany,,
3022,2011,4,YEDec 2011,Queenstown,Business,Japan,,
3023,2011,4,YEDec 2011,Queenstown,Business,"Korea, Republic of",,
3024,2011,4,YEDec 2011,Queenstown,Business,Rest of Americas,,
3025,2011,4,YEDec 2011,Queenstown,Business,Rest of Asia,,
3026,2011,4,YEDec 2011,Queenstown,Business,Rest of Europe,,
3027,2011,4,YEDec 2011,Queenstown,Business,Rest of Oceania,,
3028,2011,4,YEDec 2011,Queenstown,Business,UK,,
3029,2011,4,YEDec 2011,Queenstown,Business,USA,,
3030,2011,4,YEDec 2011,Queenstown,Holiday / vacation,Africa and Middle East,,
3031,2011,4,YEDec 2011,Queenstown,Holiday / vacation,Australia,,
3032,2011,4,YEDec 2011,Queenstown,Holiday / vacation,Canada,,
3033,2011,4,YEDec 2011,Queenstown,Holiday / vacation,China,,
3034,2011,4,YEDec 2011,Queenstown,Holiday / vacation,Germany,,
3035,2011,4,YEDec 2011,Queenstown,Holiday / vacation,Japan,,
3036,2011,4,YEDec 2011,Queenstown,Holiday / vacation,"Korea, Republic of",,
3037,2011,4,YEDec 2011,Queenstown,Holiday / vacation,Rest of Americas,,
3038,2011,4,YEDec 2011,Queenstown,Holiday / vacation,Rest of Asia,,
3039,2011,4,YEDec 2011,Queenstown,Holiday / vacation,Rest of Europe,,
3040,2011,4,YEDec 2011,Queenstown,Holiday / vacation,Rest of Oceania,,
3041,2011,4,YEDec 2011,Queenstown,Holiday / vacation,UK,,
3042,2011,4,YEDec 2011,Queenstown,Holiday / vacation,USA,,
3043,2011,4,YEDec 2011,Queenstown,Other,Africa and Middle East,,
3044,2011,4,YEDec 2011,Queenstown,Other,Australia,,
3045,2011,4,YEDec 2011,Queenstown,Other,Canada,,
3046,2011,4,YEDec 2011,Queenstown,Other,China,,
3047,2011,4,YEDec 2011,Queenstown,Other,Germany,,
3048,2011,4,YEDec 2011,Queenstown,Other,Japan,,
3049,2011,4,YEDec 2011,Queenstown,Other,"Korea, Republic of",,
3050,2011,4,YEDec 2011,Queenstown,Other,Rest of Americas,,
3051,2011,4,YEDec 2011,Queenstown,Other,Rest of Asia,,
3052,2011,4,YEDec 2011,Queenstown,Other,Rest of Europe,,
3053,2011,4,YEDec 2011,Queenstown,Other,Rest of Oceania,,
3054,2011,4,YEDec 2011,Queenstown,Other,UK,,
3055,2011,4,YEDec 2011,Queenstown,Other,USA,,
3056,2011,4,YEDec 2011,Queenstown,Visiting friends / relatives,Africa and Middle East,,
3057,2011,4,YEDec 2011,Queenstown,Visiting friends / relatives,Australia,,
3058,2011,4,YEDec 2011,Queenstown,Visiting friends / relatives,Canada,,
3059,2011,4,YEDec 2011,Queenstown,Visiting friends / relatives,China,,
3060,2011,4,YEDec 2011,Queenstown,Visiting friends / relatives,Germany,,
3061,2011,4,YEDec 2011,Queenstown,Visiting friends / relatives,Japan,,
3062,2011,4,YEDec 2011,Queenstown,Visiting friends / relatives,"Korea, Republic of",,
3063,2011,4,YEDec 2011,Queenstown,Visiting friends / relatives,Rest of Americas,,
3064,2011,4,YEDec 2011,Queenstown,Visiting friends / relatives,Rest of Asia,,
3065,2011,4,YEDec 2011,Queenstown,Visiting friends / relatives,Rest of Europe,,
3066,2011,4,YEDec 2011,Queenstown,Visiting friends / relatives,Rest of Oceania,,
3067,2011,4,YEDec 2011,Queenstown,Visiting friends / relatives,UK,,
3068,2011,4,YEDec 2011,Queenstown,Visiting friends / relatives,USA,,
3069,2011,4,YEDec 2011,Wellington,Business,Africa and Middle East,511875.25,278
3070,2011,4,YEDec 2011,Wellington,Business,Australia,48335697.74,27449
3071,2011,4,YEDec 2011,Wellington,Business,Canada,286077.58,351
3072,2011,4,YEDec 2011,Wellington,Business,China,,
3073,2011,4,YEDec 2011,Wellington,Business,Germany,2505689.44,522
3074,2011,4,YEDec 2011,Wellington,Business,Japan,209322.23,131
3075,2011,4,YEDec 2011,Wellington,Business,"Korea, Republic of",,
3076,2011,4,YEDec 2011,Wellington,Business,Rest of Americas,,
3077,2011,4,YEDec 2011,Wellington,Business,Rest of Asia,4600600.01,840
3078,2011,4,YEDec 2011,Wellington,Business,Rest of Europe,3409799.92,948
3079,2011,4,YEDec 2011,Wellington,Business,Rest of Oceania,,
3080,2011,4,YEDec 2011,Wellington,Business,UK,3328177.25,534
3081,2011,4,YEDec 2011,Wellington,Business,USA,1182835.5,824
3082,2011,4,YEDec 2011,Wellington,Holiday / vacation,Africa and Middle East,8827464.58,1903
3083,2011,4,YEDec 2011,Wellington,Holiday / vacation,Australia,71158448.61,37795
3084,2011,4,YEDec 2011,Wellington,Holiday / vacation,Canada,5420250.86,1800
3085,2011,4,YEDec 2011,Wellington,Holiday / vacation,China,884520.62,229
3086,2011,4,YEDec 2011,Wellington,Holiday / vacation,Germany,1908437.82,984
3087,2011,4,YEDec 2011,Wellington,Holiday / vacation,Japan,800479.46,1047
3088,2011,4,YEDec 2011,Wellington,Holiday / vacation,"Korea, Republic of",,
3089,2011,4,YEDec 2011,Wellington,Holiday / vacation,Rest of Americas,610237.07,274
3090,2011,4,YEDec 2011,Wellington,Holiday / vacation,Rest of Asia,5119583.91,924
3091,2011,4,YEDec 2011,Wellington,Holiday / vacation,Rest of Europe,15435160.18,3015
3092,2011,4,YEDec 2011,Wellington,Holiday / vacation,Rest of Oceania,252723.06,139
3093,2011,4,YEDec 2011,Wellington,Holiday / vacation,UK,9396644.93,2425
3094,2011,4,YEDec 2011,Wellington,Holiday / vacation,USA,7188663.34,2352
3095,2011,4,YEDec 2011,Wellington,Other,Africa and Middle East,167186.63,101
3096,2011,4,YEDec 2011,Wellington,Other,Australia,31761464.31,18099
3097,2011,4,YEDec 2011,Wellington,Other,Canada,4653512.94,776
3098,2011,4,YEDec 2011,Wellington,Other,China,327693.94,135
3099,2011,4,YEDec 2011,Wellington,Other,Germany,,
3100,2011,4,YEDec 2011,Wellington,Other,Japan,461205.74,153
3101,2011,4,YEDec 2011,Wellington,Other,"Korea, Republic of",,
3102,2011,4,YEDec 2011,Wellington,Other,Rest of Americas,,
3103,2011,4,YEDec 2011,Wellington,Other,Rest of Asia,4806411.98,738
3104,2011,4,YEDec 2011,Wellington,Other,Rest of Europe,1895766.45,488
3105,2011,4,YEDec 2011,Wellington,Other,Rest of Oceania,420398.5,339
3106,2011,4,YEDec 2011,Wellington,Other,UK,2479376.61,659
3107,2011,4,YEDec 2011,Wellington,Other,USA,2405278.46,618
3108,2011,4,YEDec 2011,Wellington,Visiting friends / relatives,Africa and Middle East,2232294.24,909
3109,2011,4,YEDec 2011,Wellington,Visiting friends / relatives,Australia,100351530.4,51716
3110,2011,4,YEDec 2011,Wellington,Visiting friends / relatives,Canada,399253.56,329
3111,2011,4,YEDec 2011,Wellington,Visiting friends / relatives,China,104615.04,75
3112,2011,4,YEDec 2011,Wellington,Visiting friends / relatives,Germany,1330972.13,686
3113,2011,4,YEDec 2011,Wellington,Visiting friends / relatives,Japan,483340.92,633
3114,2011,4,YEDec 2011,Wellington,Visiting friends / relatives,"Korea, Republic of",,
3115,2011,4,YEDec 2011,Wellington,Visiting friends / relatives,Rest of Americas,,
3116,2011,4,YEDec 2011,Wellington,Visiting friends / relatives,Rest of Asia,3323445.48,1214
3117,2011,4,YEDec 2011,Wellington,Visiting friends / relatives,Rest of Europe,3087989.82,1450
3118,2011,4,YEDec 2011,Wellington,Visiting friends / relatives,Rest of Oceania,1743307.79,523
3119,2011,4,YEDec 2011,Wellington,Visiting friends / relatives,UK,7081350.43,4643
3120,2011,4,YEDec 2011,Wellington,Visiting friends / relatives,USA,2618060.5,1433
3121,2012,4,YEDec 2012,Auckland,Business,Africa and Middle East,7066445.42,4290
3122,2012,4,YEDec 2012,Auckland,Business,Australia,193830900.5,127025
3123,2012,4,YEDec 2012,Auckland,Business,Canada,3131060.6,1983
3124,2012,4,YEDec 2012,Auckland,Business,China,63069596.86,19403
3125,2012,4,YEDec 2012,Auckland,Business,Germany,2058252.13,1423
